252 ip-172-30-1-53 5.7.18-15-57 252 r4 4xlarge gp2 BP100 proxy pareto OLTP_RO INNODB 1 246.73
252 ip-172-30-1-53 5.7.18-15-57 252 r4 4xlarge gp2 BP100 proxy pareto OLTP_RO INNODB 4 951.12
252 ip-172-30-1-53 5.7.18-15-57 252 r4 4xlarge gp2 BP100 proxy pareto OLTP_RO INNODB 16 3011.7
252 ip-172-30-1-53 5.7.18-15-57 252 r4 4xlarge gp2 BP100 proxy pareto OLTP_RO INNODB 64 5631.51
252 ip-172-30-1-53 5.7.18-15-57 252 r4 4xlarge gp2 BP100 proxy pareto OLTP_RO INNODB 256 6482.01
254 ip-172-30-1-53 5.7.18-15-57 254 r4 4xlarge gp2 BP100 proxy uniform OLTP_RO INNODB 1 246.39
254 ip-172-30-1-53 5.7.18-15-57 254 r4 4xlarge gp2 BP100 proxy uniform OLTP_RO INNODB 4 959.23
254 ip-172-30-1-53 5.7.18-15-57 254 r4 4xlarge gp2 BP100 proxy uniform OLTP_RO INNODB 16 3006.03
254 ip-172-30-1-53 5.7.18-15-57 254 r4 4xlarge gp2 BP100 proxy uniform OLTP_RO INNODB 64 5857.76
254 ip-172-30-1-53 5.7.18-15-57 254 r4 4xlarge gp2 BP100 proxy uniform OLTP_RO INNODB 256 6471.25
256 ip-172-30-1-53 5.7.18-15-57 256 r4 4xlarge gp2 BP100 proxy pareto OLTP_RW INNODB 1 87.39
256 ip-172-30-1-53 5.7.18-15-57 256 r4 4xlarge gp2 BP100 proxy pareto OLTP_RW INNODB 4 250.98
256 ip-172-30-1-53 5.7.18-15-57 256 r4 4xlarge gp2 BP100 proxy pareto OLTP_RW INNODB 16 442.11
256 ip-172-30-1-53 5.7.18-15-57 256 r4 4xlarge gp2 BP100 proxy pareto OLTP_RW INNODB 64 692.53
256 ip-172-30-1-53 5.7.18-15-57 256 r4 4xlarge gp2 BP100 proxy pareto OLTP_RW INNODB 256 709.6
283 ip-172-30-1-44 5.7.18-15-57 283 r4 large gp2 BP11 proxy pareto OLTP_RO INNODB 1 117.53
283 ip-172-30-1-44 5.7.18-15-57 283 r4 large gp2 BP11 proxy pareto OLTP_RO INNODB 4 441.68
283 ip-172-30-1-44 5.7.18-15-57 283 r4 large gp2 BP11 proxy pareto OLTP_RO INNODB 16 287.94
283 ip-172-30-1-44 5.7.18-15-57 283 r4 large gp2 BP11 proxy pareto OLTP_RO INNODB 64 104.32
283 ip-172-30-1-44 5.7.18-15-57 283 r4 large gp2 BP11 proxy pareto OLTP_RO INNODB 256 106.06
285 ip-172-30-1-44 5.7.18-15-57 285 r4 large gp2 BP11 proxy uniform OLTP_RO INNODB 1 37.71
285 ip-172-30-1-44 5.7.18-15-57 285 r4 large gp2 BP11 proxy uniform OLTP_RO INNODB 4 37.56
285 ip-172-30-1-44 5.7.18-15-57 285 r4 large gp2 BP11 proxy uniform OLTP_RO INNODB 16 37.52
285 ip-172-30-1-44 5.7.18-15-57 285 r4 large gp2 BP11 proxy uniform OLTP_RO INNODB 64 37.58
285 ip-172-30-1-44 5.7.18-15-57 285 r4 large gp2 BP11 proxy uniform OLTP_RO INNODB 256 37.45
289 ip-172-30-1-44 5.7.18-15-57 289 r4 xlarge io1.10k BP27 proxy pareto OLTP_RO INNODB 1 151.68
289 ip-172-30-1-44 5.7.18-15-57 289 r4 xlarge io1.10k BP27 proxy pareto OLTP_RO INNODB 4 584.05
289 ip-172-30-1-44 5.7.18-15-57 289 r4 xlarge io1.10k BP27 proxy pareto OLTP_RO INNODB 16 1453.07
